tick,type,tempo,time,meta,track,program,channel,note,velocity,control,value
91558,note_off,,118,0,1,,0,50,64,,
91560,note_on,,2,0,1,,0,62,87,,
91678,note_off,,118,0,1,,0,62,64,,
91680,note_on,,2,0,1,,0,54,83,,
91798,note_off,,118,0,1,,0,54,64,,
91800,note_on,,2,0,1,,0,62,80,,
91918,note_off,,118,0,1,,0,62,64,,
91920,note_on,,2,0,1,,0,57,76,,
92038,note_off,,118,0,1,,0,57,64,,
92040,note_on,,2,0,1,,0,62,73,,
92146,note_off,,106,0,1,,0,74,64,,
92158,note_off,,12,0,1,,0,62,64,,
92160,note_on,,0,0,1,,0,49,72,,
92160,note_on,,0,0,1,,0,78,72,,
92160,control_change,,2,0,1,,0,,,64,0
92278,note_off,,118,0,1,,0,49,64,,
92280,note_on,,2,0,1,,0,58,72,,
92398,note_off,,118,0,1,,0,58,64,,
92400,note_on,,2,0,1,,0,52,72,,
92518,note_off,,118,0,1,,0,52,64,,
92520,note_on,,2,0,1,,0,58,72,,
92638,note_off,,118,0,1,,0,58,64,,
92640,control_change,,2,0,1,,0,,,64,127
92640,note_on,,0,0,1,,0,54,72,,
92758,note_off,,118,0,1,,0,54,64,,
92760,note_on,,2,0,1,,0,58,72,,
92816,note_off,,56,0,1,,0,78,64,,
92820,note_on,,4,0,1,,0,76,72,,
92878,note_off,,58,0,1,,0,58,64,,
92879,note_off,,1,0,1,,0,76,64,,
92880,control_change,,1,0,1,,0,,,64,0
92880,note_on,,0,0,1,,0,74,72,,
92880,note_on,,0,0,1,,0,47,72,,
92998,note_off,,118,0,1,,0,47,64,,
93000,note_on,,2,0,1,,0,59,72,,
93118,note_off,,118,0,1,,0,59,64,,
93120,note_on,,2,0,1,,0,38,72,,
93233,note_off,,113,0,1,,0,74,64,,
93238,note_off,,5,0,1,,0,38,64,,
93240,note_on,,0,0,1,,0,73,72,,
93240,control_change,,2,0,1,,0,,,64,127
93240,note_on,,0,0,1,,0,50,72,,
93299,note_off,,59,0,1,,0,73,64,,
93358,note_off,,59,0,1,,0,50,64,,
93360,note_on,,0,0,1,,0,71,72,,
93360,control_change,,2,0,1,,0,,,64,0
93360,note_on,,0,0,1,,0,40,72,,
93478,note_off,,118,0,1,,0,71,64,,
93478,note_off,,0,0,1,,0,40,64,,
93480,note_on,,2,0,1,,0,52,72,,
93598,note_off,,118,0,1,,0,52,64,,
93600,note_on,,2,0,1,,0,71,72,,
93600,note_on,,0,0,1,,0,42,72,,
93718,note_off,,118,0,1,,0,42,64,,
93718,note_off,,0,0,1,,0,71,64,,
93720,note_on,,2,0,1,,0,54,72,,
93838,note_off,,118,0,1,,0,54,64,,
93840,note_on,,2,0,1,,0,71,72,,
93840,note_on,,0,0,1,,0,40,72,,
93958,note_off,,0,0,1,,0,71,64,,
93958,note_off,,118,0,1,,0,40,64,,
93960,note_on,,2,0,1,,0,52,72,,
94078,note_off,,118,0,1,,0,52,64,,
94080,note_on,,2,0,1,,0,42,72,,
94080,note_on,,0,0,1,,0,70,72,,
94198,note_off,,118,0,1,,0,70,64,,
94198,note_off,,0,0,1,,0,42,64,,
94200,note_on,,2,0,1,,0,54,72,,
94318,note_off,,118,0,1,,0,54,64,,
94320,control_change,,2,0,1,,0,,,64,127
94320,note_on,,0,0,1,,0,35,72,,
94320,note_on,,0,0,1,,0,71,72,,
94438,note_off,,118,0,1,,0,35,64,,
94440,note_on,,2,0,1,,0,47,72,,
94558,note_off,,118,0,1,,0,47,64,,
94560,note_on,,2,0,1,,0,47,72,,
94678,note_off,,118,0,1,,0,47,64,,
94680,note_on,,2,0,1,,0,59,72,,
94798,note_off,,118,0,1,,0,59,64,,
94800,note_on,,2,0,1,,0,49,72,,
94918,note_off,,118,0,1,,0,49,64,,
94920,note_on,,2,0,1,,0,61,72,,
94920,control_change,,0,0,1,,0,,,64,0
95026,note_off,,106,0,1,,0,71,64,,
95038,note_off,,12,0,1,,0,61,64,,
95040,note_on,,2,0,1,,0,78,72,,
95040,note_on,,0,0,1,,0,50,72,,
95158,note_off,,118,0,1,,0,50,64,,
95160,note_on,,2,0,1,,0,62,73,,
95278,note_off,,118,0,1,,0,62,64,,
95280,note_on,,2,0,1,,0,52,75,,
95398,note_off,,118,0,1,,0,52,64,,
95400,note_on,,2,0,1,,0,64,76,,
95518,note_off,,118,0,1,,0,64,64,,
95520,note_on,,2,0,1,,0,54,78,,
95638,note_off,,118,0,1,,0,54,64,,
95640,note_on,,2,0,1,,0,66,80,,
95696,note_off,,56,0,1,,0,78,64,,
95700,note_on,,4,0,1,,0,76,81,,
95758,note_off,,58,0,1,,0,66,64,,
95759,note_off,,1,0,1,,0,76,64,,
95760,note_on,,0,0,1,,0,55,81,,
95760,note_on,,1,0,1,,0,74,81,,
95878,note_off,,118,0,1,,0,55,64,,
95880,note_on,,2,0,1,,0,67,83,,
95998,note_off,,118,0,1,,0,67,64,,
96000,note_on,,2,0,1,,0,62,85,,
96113,note_off,,113,0,1,,0,74,64,,
96118,note_off,,5,0,1,,0,62,64,,
96120,note_on,,0,0,1,,0,67,86,,
96120,note_on,,2,0,1,,0,73,86,,
96179,note_off,,59,0,1,,0,73,64,,
96238,note_off,,59,0,1,,0,67,64,,
96240,note_on,,2,0,1,,0,55,88,,
96240,note_on,,0,0,1,,0,71,88,,
96358,note_off,,118,0,1,,0,71,64,,
96358,note_off,,0,0,1,,0,55,64,,
96360,note_on,,2,0,1,,0,67,90,,
96478,note_off,,118,0,1,,0,67,64,,
96480,note_on,,2,0,1,,0,56,91,,
96480,note_on,,0,0,1,,0,71,91,,
96598,note_off,,0,0,1,,0,56,64,,
96598,note_off,,118,0,1,,0,71,64,,
96600,note_on,,2,0,1,,0,65,93,,
96718,note_off,,118,0,1,,0,65,64,,
96720,note_on,,2,0,1,,0,62,94,,
96720,note_on,,0,0,1,,0,71,94,,
96838,note_off,,118,0,1,,0,71,64,,
96838,note_off,,0,0,1,,0,62,64,,
96840,note_on,,2,0,1,,0,65,96,,
96958,note_off,,118,0,1,,0,65,64,,
96960,note_on,,0,0,1,,0,73,98,,
96960,note_on,,2,0,1,,0,56,98,,
97078,note_off,,0,0,1,,0,56,64,,
97078,note_off,,118,0,1,,0,73,64,,
97080,note_on,,2,0,1,,0,65,99,,
97198,note_off,,118,0,1,,0,65,64,,
97200,note_on,,0,0,1,,0,74,101,,
97200,note_on,,0,0,1,,0,57,101,,
97200,control_change,,2,0,1,,0,,,64,127
97318,note_off,,118,0,1,,0,57,64,,
97320,note_on,,2,0,1,,0,66,103,,
97438,note_off,,118,0,1,,0,66,64,,
97440,note_on,,2,0,1,,0,62,104,,
97558,note_off,,118,0,1,,0,62,64,,
97560,note_on,,2,0,1,,0,66,106,,
97678,note_off,,118,0,1,,0,66,64,,
97680,note_on,,2,0,1,,0,57,108,,
97798,note_off,,118,0,1,,0,57,64,,
97800,note_on,,2,0,1,,0,66,109,,
97800,control_change,,0,0,1,,0,,,64,0
97906,note_off,,106,0,1,,0,74,64,,
97918,note_off,,12,0,1,,0,66,64,,
97920,control_change,,2,0,1,,0,,,64,127
97920,note_on,,0,0,1,,0,58,110,,
97920,note_on,,0,0,1,,0,78,109,,
97920,note_on,,0,0,1,,0,61,109,,
98038,note_off,,118,0,1,,0,61,64,,
98038,note_off,,0,0,1,,0,58,64,,
98040,note_on,,2,0,1,,0,66,109,,
98158,note_off,,118,0,1,,0,66,64,,
98160,note_on,,0,0,1,,0,62,109,,
98160,note_on,,2,0,1,,0,59,109,,
98278,note_off,,118,0,1,,0,62,64,,
98278,note_off,,0,0,1,,0,59,64,,
98280,note_on,,2,0,1,,0,66,109,,
98398,note_off,,118,0,1,,0,66,64,,
98400,note_on,,0,0,1,,0,64,109,,
98400,note_on,,0,0,1,,0,61,109,,
98400,control_change,,2,0,1,,0,,,64,0
98518,note_off,,0,0,1,,0,61,64,,
98518,note_off,,118,0,1,,0,64,64,,
98520,note_on,,2,0,1,,0,66,104,,
98576,note_off,,56,0,1,,0,78,64,,
98580,note_on,,4,0,1,,0,76,102,,
98638,note_off,,58,0,1,,0,66,64,,
98639,note_off,,1,0,1,,0,76,64,,
98640,note_on,,0,0,1,,0,74,99,,
98640,note_on,,0,0,1,,0,59,99,,
98640,note_on,,1,0,1,,0,62,99,,
98758,note_off,,0,0,1,,0,62,64,,
98758,note_off,,118,0,1,,0,59,64,,
98760,note_on,,2,0,1,,0,66,94,,
98878,note_off,,118,0,1,,0,66,64,,
98880,note_on,,2,0,1,,0,50,89,,
98993,note_off,,113,0,1,,0,74,64,,
98998,note_off,,5,0,1,,0,50,64,,
99000,note_on,,2,0,1,,0,73,84,,
99000,note_on,,0,0,1,,0,62,84,,
99059,note_off,,59,0,1,,0,73,64,,
99118,note_off,,59,0,1,,0,62,64,,
99120,note_on,,0,0,1,,0,71,79,,
99120,note_on,,2,0,1,,0,52,79,,
99238,note_off,,118,0,1,,0,71,64,,
99238,note_off,,0,0,1,,0,52,64,,
99240,note_on,,2,0,1,,0,64,73,,
99358,note_off,,118,0,1,,0,64,64,,
99360,note_on,,2,0,1,,0,71,72,,
99360,note_on,,0,0,1,,0,54,72,,
99478,note_off,,118,0,1,,0,54,64,,
99478,note_off,,0,0,1,,0,71,64,,
99480,note_on,,2,0,1,,0,66,72,,
99598,note_off,,118,0,1,,0,66,64,,
99600,note_on,,2,0,1,,0,71,72,,
99600,note_on,,0,0,1,,0,52,72,,
99718,note_off,,118,0,1,,0,52,64,,
99718,note_off,,0,0,1,,0,71,64,,
99720,note_on,,2,0,1,,0,64,72,,
99838,note_off,,118,0,1,,0,64,64,,
99840,note_on,,0,0,1,,0,70,72,,
99840,note_on,,2,0,1,,0,54,72,,
99958,note_off,,118,0,1,,0,70,64,,
99958,note_off,,0,0,1,,0,54,64,,
99960,note_on,,2,0,1,,0,66,72,,
100078,note_off,,118,0,1,,0,66,64,,
100080,note_on,,0,0,1,,0,47,72,,
100080,note_on,,0,0,1,,0,71,72,,
100080,control_change,,2,0,1,,0,,,64,127
100198,note_off,,118,0,1,,0,47,64,,
100200,note_on,,2,0,1,,0,59,72,,
100318,note_off,,118,0,1,,0,59,64,,
100320,note_on,,2,0,1,,0,54,72,,
100438,note_off,,118,0,1,,0,54,64,,
100440,note_on,,2,0,1,,0,50,72,,
100558,note_off,,118,0,1,,0,50,64,,
100560,note_on,,2,0,1,,0,47,72,,
100560,control_change,,0,0,1,,0,,,64,0
100786,note_off,,226,0,1,,0,71,64,,
100795,note_off,,9,0,1,,0,47,64,,
100800,note_on,,5,0,1,,0,78,72,,
101520,note_on,,720,0,1,,0,66,72,,
102226,note_off,,706,0,1,,0,78,64,,
102226,note_off,,0,0,1,,0,66,64,,
102240,note_on,,14,0,1,,0,54,72,,
102960,note_on,,720,0,1,,0,42,72,,
103666,note_off,,0,0,1,,0,42,64,,
103666,note_off,,706,0,1,,0,54,64,,
103680,note_on,,0,0,1,,0,54,72,,
103680,note_on,,0,0,1,,0,69,72,,
103680,note_on,,14,0,1,,0,50,72,,
103798,note_off,,118,0,1,,0,69,64,,
103798,note_off,,0,0,1,,0,50,64,,
103798,note_off,,0,0,1,,0,54,64,,
103800,note_on,,2,0,1,,0,66,72,,
103918,note_off,,118,0,1,,0,66,64,,
103920,note_on,,2,0,1,,0,54,72,,
103920,note_on,,0,0,1,,0,50,72,,
103920,note_on,,0,0,1,,0,62,72,,
104038,note_off,,118,0,1,,0,62,64,,
104038,note_off,,0,0,1,,0,50,64,,
104038,note_off,,0,0,1,,0,54,64,,
104400,note_on,,0,0,1,,0,71,72,,
104400,note_on,,0,0,1,,0,47,72,,
104400,note_on,,0,0,1,,0,52,72,,
104400,note_on,,362,0,1,,0,43,72,,
104518,note_off,,118,0,1,,0,71,64,,
104518,note_off,,0,0,1,,0,52,64,,
104518,note_off,,0,0,1,,0,47,64,,
104518,note_off,,0,0,1,,0,43,64,,
104520,note_on,,2,0,1,,0,67,72,,
104638,note_off,,118,0,1,,0,67,64,,
104640,note_on,,0,0,1,,0,43,72,,
104640,note_on,,0,0,1,,0,64,72,,
104640,note_on,,0,0,1,,0,52,72,,
104640,note_on,,2,0,1,,0,47,72,,
104758,note_off,,0,0,1,,0,47,64,,
104758,note_off,,0,0,1,,0,52,64,,
104758,note_off,,0,0,1,,0,43,64,,
104758,note_off,,118,0,1,,0,64,64,,
105120,note_on,,0,0,1,,0,55,72,,
105120,note_on,,0,0,1,,0,52,72,,
105120,note_on,,362,0,1,,0,45,72,,
105120,note_on,,0,0,1,,0,67,72,,
105238,note_off,,0,0,1,,0,45,64,,
105238,note_off,,0,0,1,,0,52,64,,
105238,note_off,,0,0,1,,0,55,64,,
105238,note_off,,118,0,1,,0,67,64,,
105240,note_on,,2,0,1,,0,64,72,,
105358,note_off,,118,0,1,,0,64,64,,
105360,note_on,,0,0,1,,0,45,72,,
105360,note_on,,0,0,1,,0,55,72,,
105360,note_on,,2,0,1,,0,52,72,,
105360,note_on,,0,0,1,,0,61,72,,
105478,note_off,,118,0,1,,0,61,64,,
105478,note_off,,0,0,1,,0,52,64,,
105478,note_off,,0,0,1,,0,55,64,,
105478,note_off,,0,0,1,,0,45,64,,
105840,note_on,,0,0,1,,0,62,72,,
105840,note_on,,362,0,1,,0,50,72,,
105840,note_on,,0,0,1,,0,54,72,,
105958,note_off,,118,0,1,,0,62,64,,
105958,note_off,,0,0,1,,0,50,64,,
105958,note_off,,0,0,1,,0,54,64,,
106080,note_on,,0,0,1,,0,62,72,,
106080,note_on,,0,0,1,,0,54,72,,
106080,note_on,,122,0,1,,0,50,72,,
106198,note_off,,118,0,1,,0,62,64,,
106198,note_off,,0,0,1,,0,50,64,,
106198,note_off,,0,0,1,,0,54,64,,
106560,note_on,,362,0,1,,0,81,72,,
107280,note_on,,720,0,1,,0,69,72,,
107986,note_off,,706,0,1,,0,81,64,,
107986,note_off,,0,0,1,,0,69,64,,
108000,note_on,,14,0,1,,0,57,72,,
108720,note_on,,720,0,1,,0,45,72,,
109426,note_off,,0,0,1,,0,45,64,,
109426,note_off,,706,0,1,,0,57,64,,
109440,note_on,,0,0,1,,0,76,72,,
109440,note_on,,0,0,1,,0,57,72,,
109440,note_on,,0,0,1,,0,52,72,,
109440,note_on,,14,0,1,,0,49,72,,
109558,note_off,,0,0,1,,0,49,64,,
109558,note_off,,0,0,1,,0,52,64,,
109558,note_off,,0,0,1,,0,57,64,,
109558,note_off,,118,0,1,,0,76,64,,
109560,note_on,,2,0,1,,0,73,72,,
109678,note_off,,118,0,1,,0,73,64,,
109680,note_on,,0,0,1,,0,57,72,,
109680,note_on,,2,0,1,,0,52,72,,
109680,note_on,,0,0,1,,0,69,72,,
109680,note_on,,0,0,1,,0,49,72,,
109798,note_off,,0,0,1,,0,49,64,,
109798,note_off,,0,0,1,,0,57,64,,
109798,note_off,,118,0,1,,0,69,64,,
109798,note_off,,0,0,1,,0,52,64,,
110160,note_on,,362,0,1,,0,50,72,,
110160,note_on,,0,0,1,,0,54,72,,
110160,note_on,,0,0,1,,0,59,72,,
110160,note_on,,0,0,1,,0,78,72,,
110278,note_off,,0,0,1,,0,59,64,,
110278,note_off,,0,0,1,,0,54,64,,
110278,note_off,,0,0,1,,0,50,64,,
110278,note_off,,118,0,1,,0,78,64,,
110280,note_on,,2,0,1,,0,74,72,,
110398,note_off,,118,0,1,,0,74,64,,
110400,note_on,,2,0,1,,0,54,72,,
110400,note_on,,0,0,1,,0,59,72,,
110400,note_on,,0,0,1,,0,71,72,,
110400,note_on,,0,0,1,,0,50,72,,
110518,note_off,,0,0,1,,0,54,64,,
110518,note_off,,0,0,1,,0,50,64,,
110518,note_off,,118,0,1,,0,71,64,,
110518,note_off,,0,0,1,,0,59,64,,
110880,note_on,,362,0,1,,0,52,72,,
110880,note_on,,0,0,1,,0,59,72,,
110880,note_on,,0,0,1,,0,62,72,,
110880,note_on,,0,0,1,,0,74,72,,
110998,note_off,,118,0,1,,0,74,64,,
110998,note_off,,0,0,1,,0,62,64,,
110998,note_off,,0,0,1,,0,52,64,,
110998,note_off,,0,0,1,,0,59,64,,
111000,note_on,,2,0,1,,0,71,72,,
111118,note_off,,118,0,1,,0,71,64,,
111120,note_on,,2,0,1,,0,59,72,,
111120,note_on,,0,0,1,,0,62,72,,
111120,note_on,,0,0,1,,0,52,72,,
111120,note_on,,0,0,1,,0,68,72,,
111238,note_off,,118,0,1,,0,68,64,,
111238,note_off,,0,0,1,,0,52,64,,
111238,note_off,,0,0,1,,0,59,64,,
111238,note_off,,0,0,1,,0,62,64,,
111600,note_on,,362,0,1,,0,57,72,,
111600,note_on,,0,0,1,,0,69,72,,
111600,note_on,,0,0,1,,0,61,72,,
111718,note_off,,0,0,1,,0,57,64,,
111718,note_off,,0,0,1,,0,61,64,,
111718,note_off,,118,0,1,,0,69,64,,
111840,note_on,,0,0,1,,0,57,72,,
111840,note_on,,0,0,1,,0,61,72,,
111840,note_on,,122,0,1,,0,69,72,,
111958,note_off,,0,0,1,,0,69,64,,
111958,note_off,,118,0,1,,0,57,64,,
111958,note_off,,0,0,1,,0,61,64,,
112320,note_on,,0,0,1,,0,78,105,,
112320,note_on,,362,0,1,,0,74,105,,
113026,note_off,,706,0,1,,0,78,64,,
113026,note_off,,0,0,1,,0,74,64,,
113040,note_on,,0,0,1,,0,62,105,,
113040,note_on,,14,0,1,,0,66,105,,
113746,note_off,,706,0,1,,0,62,64,,
113746,note_off,,0,0,1,,0,66,64,,
113760,note_on,,14,0,1,,0,54,105,,
113760,note_on,,0,0,1,,0,50,105,,
114466,note_off,,706,0,1,,0,50,64,,
114466,note_off,,0,0,1,,0,54,64,,
114480,note_on,,14,0,1,,0,42,105,,
114480,note_on,,0,0,1,,0,38,105,,
115186,note_off,,706,0,1,,0,38,64,,
115186,note_off,,0,0,1,,0,42,64,,
115200,note_on,,0,0,1,,0,54,81,,
115200,note_on,,0,0,1,,0,69,81,,
115200,note_on,,0,0,1,,0,57,81,,
115200,note_on,,14,0,1,,0,50,81,,
115318,note_off,,118,0,1,,0,57,64,,
115318,note_off,,0,0,1,,0,69,64,,
115318,note_off,,0,0,1,,0,50,64,,
115318,note_off,,0,0,1,,0,54,64,,
115320,note_on,,2,0,1,,0,66,81,,
115438,note_off,,118,0,1,,0,66,64,,
115440,note_on,,2,0,1,,0,54,81,,
115440,note_on,,0,0,1,,0,50,81,,
115440,note_on,,0,0,1,,0,62,81,,
115440,note_on,,0,0,1,,0,57,81,,
115558,note_off,,0,0,1,,0,50,64,,
115558,note_off,,0,0,1,,0,54,64,,
115558,note_off,,118,0,1,,0,57,64,,
115558,note_off,,0,0,1,,0,62,64,,
115920,note_on,,362,0,1,,0,59,81,,
115920,note_on,,0,0,1,,0,52,81,,
115920,note_on,,0,0,1,,0,43,81,,
115920,note_on,,0,0,1,,0,71,81,,
116038,note_off,,118,0,1,,0,43,64,,
116038,note_off,,0,0,1,,0,52,64,,
116038,note_off,,0,0,1,,0,71,64,,
116038,note_off,,0,0,1,,0,59,64,,
116040,note_on,,2,0,1,,0,67,81,,
116158,note_off,,118,0,1,,0,67,64,,
116160,note_on,,0,0,1,,0,64,81,,
116160,note_on,,0,0,1,,0,59,81,,
116160,note_on,,0,0,1,,0,43,81,,
116160,note_on,,2,0,1,,0,52,81,,
116278,note_off,,0,0,1,,0,52,64,,
116278,note_off,,0,0,1,,0,43,64,,
116278,note_off,,0,0,1,,0,59,64,,
116278,note_off,,118,0,1,,0,64,64,,
116640,note_on,,0,0,1,,0,67,81,,
116640,note_on,,0,0,1,,0,52,81,,
116640,note_on,,362,0,1,,0,45,81,,
116640,note_on,,0,0,1,,0,55,81,,
116758,note_off,,118,0,1,,0,67,64,,
116758,note_off,,0,0,1,,0,55,64,,
116758,note_off,,0,0,1,,0,52,64,,
116758,note_off,,0,0,1,,0,45,64,,
116760,note_on,,2,0,1,,0,64,81,,
116878,note_off,,118,0,1,,0,64,64,,
116880,note_on,,0,0,1,,0,45,81,,
116880,note_on,,0,0,1,,0,55,81,,
116880,note_on,,0,0,1,,0,61,81,,
116880,note_on,,2,0,1,,0,52,81,,
116998,note_off,,118,0,1,,0,61,64,,
116998,note_off,,0,0,1,,0,55,64,,
116998,note_off,,0,0,1,,0,45,64,,
116998,note_off,,0,0,1,,0,52,64,,
117360,note_on,,362,0,1,,0,38,81,,
117360,note_on,,0,0,1,,0,54,81,,
117360,note_on,,0,0,1,,0,62,81,,
117360,note_on,,0,0,1,,0,50,81,,
117478,note_off,,0,0,1,,0,38,64,,
117478,note_off,,0,0,1,,0,50,64,,
117478,note_off,,0,0,1,,0,54,64,,
117478,note_off,,118,0,1,,0,62,64,,
117600,note_on,,122,0,1,,0,50,81,,
117600,note_on,,0,0,1,,0,62,81,,
117600,note_on,,0,0,1,,0,38,81,,
117600,note_on,,0,0,1,,0,54,81,,
117718,note_off,,0,0,1,,0,50,64,,
117718,note_off,,0,0,1,,0,38,64,,
117718,note_off,,0,0,1,,0,54,64,,
117718,note_off,,118,0,1,,0,62,64,,
118080,note_on,,362,0,1,,0,73,105,,
118080,note_on,,0,0,1,,0,81,105,,
118786,note_off,,0,0,1,,0,73,64,,
118786,note_off,,706,0,1,,0,81,64,,
118800,note_on,,14,0,1,,0,61,105,,
118800,note_on,,0,0,1,,0,69,105,,
119506,note_off,,706,0,1,,0,69,64,,
119506,note_off,,0,0,1,,0,61,64,,
119520,note_on,,14,0,1,,0,49,105,,
119520,note_on,,0,0,1,,0,57,105,,
120226,note_off,,0,0,1,,0,49,64,,
120226,note_off,,706,0,1,,0,57,64,,
120240,note_on,,14,0,1,,0,37,105,,
120240,note_on,,0,0,1,,0,45,105,,
120946,note_off,,0,0,1,,0,37,64,,
120946,note_off,,706,0,1,,0,45,64,,
120960,note_on,,14,0,1,,0,49,81,,
120960,note_on,,0,0,1,,0,52,81,,
120960,note_on,,0,0,1,,0,57,81,,
120960,note_on,,0,0,1,,0,64,81,,
120960,note_on,,0,0,1,,0,76,81,,
121078,note_off,,118,0,1,,0,76,64,,
121078,note_off,,0,0,1,,0,64,64,,
121078,note_off,,0,0,1,,0,52,64,,
121078,note_off,,0,0,1,,0,49,64,,
121078,note_off,,0,0,1,,0,57,64,,
121080,note_on,,2,0,1,,0,73,81,,
121198,note_off,,118,0,1,,0,73,64,,
121200,note_on,,2,0,1,,0,52,81,,
121200,note_on,,0,0,1,,0,57,81,,
121200,note_on,,0,0,1,,0,64,81,,
121200,note_on,,0,0,1,,0,49,81,,
121200,note_on,,0,0,1,,0,69,81,,
121318,note_off,,118,0,1,,0,69,64,,
121318,note_off,,0,0,1,,0,64,64,,
121318,note_off,,0,0,1,,0,49,64,,
121318,note_off,,0,0,1,,0,57,64,,
121318,note_off,,0,0,1,,0,52,64,,
121680,note_on,,362,0,1,,0,50,81,,
121680,note_on,,0,0,1,,0,54,81,,
