tick,type,time,meta,track,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
6120,note_on,120,0,1,,,,,,,,,,0,,,65,60
6120,note_on,0,0,1,,,,,,,,,,0,,,68,60
6360,note_on,0,0,1,,,,,,,,,,0,,,66,60
6360,note_on,240,0,1,,,,,,,,,,0,,,68,0
6360,note_on,0,0,1,,,,,,,,,,0,,,65,0
6360,note_on,0,0,1,,,,,,,,,,0,,,63,60
6480,note_on,0,0,1,,,,,,,,,,0,,,63,0
6480,note_on,120,0,1,,,,,,,,,,0,,,66,0
6480,note_on,0,0,1,,,,,,,,,,0,,,63,94
6480,note_on,0,0,1,,,,,,,,,,0,,,66,94
6480,note_on,0,0,1,,,,,,,,,,0,,,82,60
6600,note_on,120,0,1,,,,,,,,,,0,,,66,0
6600,note_on,0,0,1,,,,,,,,,,0,,,65,94
6600,note_on,0,0,1,,,,,,,,,,0,,,62,94
6600,note_on,0,0,1,,,,,,,,,,0,,,63,0
6720,note_on,0,0,1,,,,,,,,,,0,,,62,0
6720,note_on,0,0,1,,,,,,,,,,0,,,82,0
6720,note_on,0,0,1,,,,,,,,,,0,,,80,94
6720,note_on,120,0,1,,,,,,,,,,0,,,65,0
6840,note_on,840,0,2,,,,,,,,,,1,,,51,94
6840,note_on,0,0,1,,,,,,,,,,0,,,80,94
6840,note_on,120,0,1,,,,,,,,,,0,,,80,0
6960,note_on,120,0,1,,,,,,,,,,0,,,80,0
6960,note_on,0,0,1,,,,,,,,,,0,,,78,94
7080,note_on,240,0,2,,,,,,,,,,1,,,51,0
7080,note_on,120,0,1,,,,,,,,,,0,,,78,0
7080,note_on,0,0,2,,,,,,,,,,1,,,50,94
7200,note_on,120,0,1,,,,,,,,,,0,,,78,94
7200,note_on,120,0,2,,,,,,,,,,1,,,50,0
7200,note_on,0,0,2,,,,,,,,,,1,,,50,94
7320,note_on,0,0,2,,,,,,,,,,1,,,49,94
7320,note_on,120,0,2,,,,,,,,,,1,,,50,0
7440,note_on,0,0,2,,,,,,,,,,1,,,50,94
7440,note_on,120,0,2,,,,,,,,,,1,,,49,0
7440,note_on,0,0,1,,,,,,,,,,0,,,78,94
7440,note_on,240,0,1,,,,,,,,,,0,,,78,0
7560,note_on,0,0,1,,,,,,,,,,0,,,81,81
7560,note_on,0,0,2,,,,,,,,,,1,,,51,60
7560,note_on,0,0,2,,,,,,,,,,1,,,43,60
7560,note_on,120,0,2,,,,,,,,,,1,,,50,0
7560,note_on,120,0,1,,,,,,,,,,0,,,78,0
7680,note_on,120,0,1,,,,,,,,,,0,,,79,88
7680,note_on,120,0,2,,,,,,,,,,1,,,52,60
7682,note_on,2,0,1,,,,,,,,,,0,,,81,0
7682,note_on,2,0,2,,,,,,,,,,1,,,51,0
7800,note_on,118,0,1,,,,,,,,,,0,,,71,96
7800,note_on,118,0,2,,,,,,,,,,1,,,55,60
7802,note_on,2,0,1,,,,,,,,,,0,,,79,0
7802,note_on,2,0,2,,,,,,,,,,1,,,52,0
7916,note_on,114,0,2,,,,,,,,,,1,,,43,0
7920,note_on,4,0,2,,,,,,,,,,1,,,45,60
7920,note_on,118,0,1,,,,,,,,,,0,,,73,103
7922,note_on,2,0,1,,,,,,,,,,0,,,71,0
8034,note_on,114,0,2,,,,,,,,,,1,,,55,0
8040,note_on,6,0,2,,,,,,,,,,1,,,55,60
8154,note_on,232,0,1,,,,,,,,,,0,,,73,0
8160,note_on,120,0,2,,,,,,,,,,1,,,54,60
8160,note_on,6,0,1,,,,,,,,,,0,,,74,117
8162,note_on,2,0,2,,,,,,,,,,1,,,55,0
8220,note_on,58,0,2,,,,,,,,,,1,,,54,0
8220,note_on,60,0,1,,,,,,,,,,0,,,66,121
8276,note_on,56,0,2,,,,,,,,,,1,,,45,0
8280,note_on,0,0,1,,,,,,,,,,0,,,78,124
8280,note_on,60,0,1,,,,,,,,,,0,,,69,124
8281,note_on,1,0,1,,,,,,,,,,0,,,66,0
8282,note_on,1,0,1,,,,,,,,,,0,,,74,0
8340,note_on,64,0,2,,,,,,,,,,1,,,57,60
8400,note_on,0,0,2,,,,,,,,,,1,,,56,60
8400,note_on,60,0,2,,,,,,,,,,1,,,57,0
8460,note_on,0,0,2,,,,,,,,,,1,,,57,60
8460,note_on,60,0,2,,,,,,,,,,1,,,56,0
8514,note_on,0,0,1,,,,,,,,,,0,,,78,0
8514,note_on,232,0,1,,,,,,,,,,0,,,69,0
8520,note_on,60,0,2,,,,,,,,,,1,,,57,0
8520,note_on,0,0,2,,,,,,,,,,1,,,59,60
8520,note_on,0,0,1,,,,,,,,,,0,,,76,77
8520,note_on,6,0,1,,,,,,,,,,0,,,67,77
8580,note_on,60,0,2,,,,,,,,,,1,,,59,0
8580,note_on,0,0,2,,,,,,,,,,1,,,61,60
8640,note_on,60,0,2,,,,,,,,,,1,,,61,0
8640,note_on,0,0,2,,,,,,,,,,1,,,61,60
8640,note_on,120,0,1,,,,,,,,,,0,,,67,60
8640,note_on,0,0,1,,,,,,,,,,0,,,76,60
8642,note_on,2,0,1,,,,,,,,,,0,,,76,0
8642,note_on,0,0,1,,,,,,,,,,0,,,67,0
8760,note_on,120,0,2,,,,,,,,,,1,,,62,60
8760,note_on,118,0,1,,,,,,,,,,0,,,66,60
8760,note_on,0,0,1,,,,,,,,,,0,,,74,60
8762,note_on,2,0,1,,,,,,,,,,0,,,67,0
8762,note_on,0,0,1,,,,,,,,,,0,,,76,0
8762,note_on,2,0,2,,,,,,,,,,1,,,61,0
8880,note_on,0,0,1,,,,,,,,,,0,,,74,60
8880,note_on,118,0,1,,,,,,,,,,0,,,65,60
8880,note_on,118,0,2,,,,,,,,,,1,,,62,60
8882,note_on,0,0,1,,,,,,,,,,0,,,74,0
8882,note_on,2,0,1,,,,,,,,,,0,,,66,0
8882,note_on,2,0,2,,,,,,,,,,1,,,62,0
9000,note_on,118,0,1,,,,,,,,,,0,,,75,60
9002,note_on,0,0,1,,,,,,,,,,0,,,74,0
9002,note_on,2,0,1,,,,,,,,,,0,,,65,0
9002,note_on,120,0,2,,,,,,,,,,1,,,62,0
9120,note_on,118,0,2,,,,,,,,,,1,,,60,60
9120,note_on,118,0,1,,,,,,,,,,0,,,63,60
9210,note_on,0,0,1,,,,,,,,,,0,,,75,0
9210,note_on,0,0,1,,,,,,,,,,0,,,79,60
9210,note_on,90,0,1,,,,,,,,,,0,,,63,0
9210,note_on,0,0,1,,,,,,,,,,0,,,64,60
9210,note_on,0,0,2,,,,,,,,,,1,,,59,60
9210,note_on,90,0,2,,,,,,,,,,1,,,60,0
9240,note_on,0,0,1,,,,,,,,,,0,,,64,0
9240,note_on,30,0,1,,,,,,,,,,0,,,79,0
9240,note_on,0,0,1,,,,,,,,,,0,,,65,60
9240,note_on,30,0,2,,,,,,,,,,1,,,59,0
9240,note_on,0,0,2,,,,,,,,,,1,,,57,60
9240,note_on,0,0,1,,,,,,,,,,0,,,72,60
9330,note_on,90,0,2,,,,,,,,,,1,,,57,0
9330,note_on,0,0,2,,,,,,,,,,1,,,59,60
9330,note_on,90,0,1,,,,,,,,,,0,,,72,0
9330,note_on,0,0,1,,,,,,,,,,0,,,74,60
9360,note_on,30,0,1,,,,,,,,,,0,,,74,0
9360,note_on,0,0,1,,,,,,,,,,0,,,65,0
9360,note_on,0,0,1,,,,,,,,,,0,,,75,60
9360,note_on,0,0,2,,,,,,,,,,1,,,60,60
9360,note_on,30,0,2,,,,,,,,,,1,,,59,0
9420,note_on,60,0,2,,,,,,,,,,1,,,60,0
9450,note_on,30,0,2,,,,,,,,,,1,,,55,60
9480,note_on,30,0,2,,,,,,,,,,1,,,55,0
9480,note_on,0,0,2,,,,,,,,,,1,,,48,60
9480,note_on,120,0,1,,,,,,,,,,0,,,75,0
9570,note_on,0,0,2,,,,,,,,,,1,,,50,60
9570,note_on,90,0,2,,,,,,,,,,1,,,48,0
9600,note_on,0,0,2,,,,,,,,,,1,,,51,60
9600,note_on,30,0,2,,,,,,,,,,1,,,50,0
9660,note_on,60,0,2,,,,,,,,,,1,,,51,0
9720,note_on,240,0,1,,,,,,,,,,0,,,75,60
9840,note_on,120,0,1,,,,,,,,,,0,,,66,60
9840,note_on,180,0,2,,,,,,,,,,1,,,60,60
9930,note_on,0,0,2,,,,,,,,,,1,,,57,60
9930,note_on,0,0,1,,,,,,,,,,0,,,75,0
9930,note_on,0,0,1,,,,,,,,,,0,,,65,60
9930,note_on,0,0,1,,,,,,,,,,0,,,77,60
9930,note_on,90,0,1,,,,,,,,,,0,,,66,0
9930,note_on,90,0,2,,,,,,,,,,1,,,60,0
9960,note_on,0,0,1,,,,,,,,,,0,,,65,60
9960,note_on,0,0,1,,,,,,,,,,0,,,65,0
9960,note_on,0,0,1,,,,,,,,,,0,,,74,60
9960,note_on,0,0,2,,,,,,,,,,1,,,58,60
9960,note_on,30,0,1,,,,,,,,,,0,,,77,0
9960,note_on,30,0,2,,,,,,,,,,1,,,57,0
10020,note_on,60,0,1,,,,,,,,,,0,,,74,0
10020,note_on,0,0,1,,,,,,,,,,0,,,74,60
10050,note_on,30,0,1,,,,,,,,,,0,,,74,0
10050,note_on,0,0,1,,,,,,,,,,0,,,65,0
10050,note_on,0,0,1,,,,,,,,,,0,,,72,60
10050,note_on,0,0,1,,,,,,,,,,0,,,67,60
10050,note_on,90,0,2,,,,,,,,,,1,,,58,0
10050,note_on,0,0,2,,,,,,,,,,1,,,52,60
10080,note_on,30,0,1,,,,,,,,,,0,,,67,0
10080,note_on,0,0,1,,,,,,,,,,0,,,72,0
10080,note_on,0,0,1,,,,,,,,,,0,,,65,60
10080,note_on,30,0,2,,,,,,,,,,1,,,52,0
10080,note_on,0,0,2,,,,,,,,,,1,,,53,60
10140,note_on,60,0,2,,,,,,,,,,1,,,53,0
10170,note_on,30,0,2,,,,,,,,,,1,,,53,60
10200,note_on,0,0,2,,,,,,,,,,1,,,50,60
10200,note_on,30,0,2,,,,,,,,,,1,,,53,0
10200,note_on,120,0,1,,,,,,,,,,0,,,65,0
10290,note_on,90,0,2,,,,,,,,,,1,,,50,0
10290,note_on,0,0,2,,,,,,,,,,1,,,48,60
10320,note_on,30,0,2,,,,,,,,,,1,,,48,0
10320,note_on,0,0,2,,,,,,,,,,1,,,41,60
10380,note_on,60,0,2,,,,,,,,,,1,,,41,0
10440,note_on,60,0,2,,,,,,,,,,1,,,46,60
10680,note_on,0,0,2,,,,,,,,,,1,,,45,60
10680,note_on,240,0,2,,,,,,,,,,1,,,46,0
10770,note_on,0,0,2,,,,,,,,,,1,,,46,60
10770,note_on,90,0,2,,,,,,,,,,1,,,45,0
10800,note_on,30,0,2,,,,,,,,,,1,,,46,0
10800,note_on,600,0,1,,,,,,,,,,0,,,63,60
10800,note_on,0,0,2,,,,,,,,,,1,,,48,60
10830,note_on,0,0,2,,,,,,,,,,1,,,46,60
10830,note_on,30,0,2,,,,,,,,,,1,,,48,0
10860,note_on,0,0,2,,,,,,,,,,1,,,45,60
10860,note_on,30,0,2,,,,,,,,,,1,,,46,0
10890,note_on,0,0,2,,,,,,,,,,1,,,43,60
10890,note_on,30,0,2,,,,,,,,,,1,,,45,0
10920,note_on,30,0,2,,,,,,,,,,1,,,43,0
10920,note_on,0,0,2,,,,,,,,,,1,,,41,60
10980,note_on,60,0,2,,,,,,,,,,1,,,41,0
11010,note_on,30,0,2,,,,,,,,,,1,,,55,60
11040,note_on,0,0,1,,,,,,,,,,0,,,62,60
11040,note_on,30,0,2,,,,,,,,,,1,,,55,0
11040,note_on,0,0,2,,,,,,,,,,1,,,53,60
11040,note_on,240,0,1,,,,,,,,,,0,,,63,0
11100,note_on,60,0,2,,,,,,,,,,1,,,53,0
11130,note_on,90,0,1,,,,,,,,,,0,,,62,0
11130,note_on,30,0,2,,,,,,,,,,1,,,51,60
11130,note_on,0,0,1,,,,,,,,,,0,,,63,60
11160,note_on,0,0,1,,,,,,,,,,0,,,65,60
11160,note_on,30,0,1,,,,,,,,,,0,,,63,0
11160,note_on,30,0,2,,,,,,,,,,1,,,51,0
11160,note_on,0,0,2,,,,,,,,,,1,,,50,60
11190,note_on,30,0,1,,,,,,,,,,0,,,65,0
11190,note_on,0,0,1,,,,,,,,,,0,,,63,60
11220,note_on,30,0,1,,,,,,,,,,0,,,63,0
11220,note_on,0,0,1,,,,,,,,,,0,,,62,60
11250,note_on,0,0,1,,,,,,,,,,0,,,60,60
11250,note_on,30,0,1,,,,,,,,,,0,,,62,0
11280,note_on,120,0,2,,,,,,,,,,1,,,50,0
11280,note_on,0,0,1,,,,,,,,,,0,,,59,60
11280,note_on,30,0,1,,,,,,,,,,0,,,60,0
11340,note_on,60,0,1,,,,,,,,,,0,,,59,0
11370,note_on,90,0,2,,,,,,,,,,1,,,56,60
11400,note_on,60,0,1,,,,,,,,,,0,,,63,60
11400,note_on,30,0,2,,,,,,,,,,1,,,56,0
11400,note_on,0,0,2,,,,,,,,,,1,,,55,60
11460,note_on,60,0,2,,,,,,,,,,1,,,55,0
11490,note_on,30,0,2,,,,,,,,,,1,,,53,60
11490,note_on,90,0,1,,,,,,,,,,0,,,63,0
11490,note_on,0,0,1,,,,,,,,,,0,,,65,60
11520,note_on,0,0,1,,,,,,,,,,0,,,67,60
11520,note_on,30,0,2,,,,,,,,,,1,,,53,0
11520,note_on,0,0,2,,,,,,,,,,1,,,51,60
11520,note_on,30,0,1,,,,,,,,,,0,,,65,0
11550,note_on,30,0,1,,,,,,,,,,0,,,67,0
11550,note_on,0,0,1,,,,,,,,,,0,,,65,60
11580,note_on,0,0,1,,,,,,,,,,0,,,63,60
11580,note_on,30,0,1,,,,,,,,,,0,,,65,0
11610,note_on,30,0,1,,,,,,,,,,0,,,63,0
11610,note_on,0,0,1,,,,,,,,,,0,,,62,60
11640,note_on,30,0,1,,,,,,,,,,0,,,62,0
11640,note_on,0,0,1,,,,,,,,,,0,,,60,60
11640,note_on,120,0,2,,,,,,,,,,1,,,51,0
11760,note_on,0,0,1,,,,,,,,,,0,,,75,100
11760,note_on,120,0,1,,,,,,,,,,0,,,60,0
11760,note_on,0,0,2,,,,,,,,,,1,,,48,60
11760,note_on,120,0,2,,,,,,,,,,1,,,60,60
12000,note_on,0,0,2,,,,,,,,,,1,,,48,60
12000,note_on,0,0,2,,,,,,,,,,1,,,60,0
12000,note_on,240,0,2,,,,,,,,,,1,,,48,0
12000,note_on,240,0,1,,,,,,,,,,0,,,75,0
12000,note_on,0,0,2,,,,,,,,,,1,,,41,60
12000,note_on,0,0,1,,,,,,,,,,0,,,87,100
12000,note_on,0,0,1,,,,,,,,,,0,,,81,100
12000,note_on,0,0,1,,,,,,,,,,0,,,84,100
12000,note_on,0,0,1,,,,,,,,,,0,,,75,100
12240,note_on,240,0,1,,,,,,,,,,0,,,87,0
12240,note_on,0,0,1,,,,,,,,,,0,,,81,0
12240,note_on,0,0,1,,,,,,,,,,0,,,77,60
12240,note_on,0,0,2,,,,,,,,,,1,,,48,0
12240,note_on,0,0,1,,,,,,,,,,0,,,75,0
12240,note_on,0,0,1,,,,,,,,,,0,,,84,0
12240,note_on,240,0,2,,,,,,,,,,1,,,41,0
12360,note_on,0,0,1,,,,,,,,,,0,,,77,60
12360,note_on,120,0,1,,,,,,,,,,0,,,77,0
12450,note_on,90,0,1,,,,,,,,,,0,,,77,0
12450,note_on,0,0,1,,,,,,,,,,0,,,82,60
12480,note_on,30,0,1,,,,,,,,,,0,,,82,0
12480,note_on,0,0,1,,,,,,,,,,0,,,70,60
12480,note_on,0,0,1,,,,,,,,,,0,,,74,60
12570,note_on,90,0,1,,,,,,,,,,0,,,74,0
12570,note_on,0,0,1,,,,,,,,,,0,,,78,60
12600,note_on,30,0,1,,,,,,,,,,0,,,78,0
12600,note_on,0,0,1,,,,,,,,,,0,,,79,60
12660,note_on,60,0,1,,,,,,,,,,0,,,79,0
12660,note_on,0,0,1,,,,,,,,,,0,,,70,0
12690,note_on,30,0,1,,,,,,,,,,0,,,63,60
12720,note_on,30,0,1,,,,,,,,,,0,,,63,0
12720,note_on,0,0,1,,,,,,,,,,0,,,60,60
12810,note_on,0,0,1,,,,,,,,,,0,,,62,60
12810,note_on,90,0,1,,,,,,,,,,0,,,60,0
12840,note_on,0,0,1,,,,,,,,,,0,,,63,60
12840,note_on,30,0,1,,,,,,,,,,0,,,62,0
12900,note_on,60,0,1,,,,,,,,,,0,,,63,0
12960,note_on,60,0,1,,,,,,,,,,0,,,75,60
13170,note_on,0,0,1,,,,,,,,,,0,,,79,60
13170,note_on,210,0,1,,,,,,,,,,0,,,75,0
13200,note_on,30,0,1,,,,,,,,,,0,,,79,0
13200,note_on,960,0,2,,,,,,,,,,1,,,53,60
13200,note_on,0,0,1,,,,,,,,,,0,,,72,60
13200,note_on,0,0,1,,,,,,,,,,0,,,69,60
13290,note_on,0,0,1,,,,,,,,,,0,,,77,60
13290,note_on,90,0,1,,,,,,,,,,0,,,72,0
13320,note_on,0,0,1,,,,,,,,,,0,,,70,60
13320,note_on,0,0,1,,,,,,,,,,0,,,74,60
13320,note_on,0,0,1,,,,,,,,,,0,,,69,0
13320,note_on,30,0,1,,,,,,,,,,0,,,77,0
13320,note_on,120,0,2,,,,,,,,,,1,,,53,0
13320,note_on,0,0,2,,,,,,,,,,1,,,53,60
13410,note_on,0,0,2,,,,,,,,,,1,,,58,60
13410,note_on,90,0,2,,,,,,,,,,1,,,53,0
13440,note_on,0,0,2,,,,,,,,,,1,,,50,60
13440,note_on,30,0,2,,,,,,,,,,1,,,58,0
13440,note_on,120,0,1,,,,,,,,,,0,,,70,0
13440,note_on,0,0,1,,,,,,,,,,0,,,74,0
13530,note_on,90,0,2,,,,,,,,,,1,,,50,0
13530,note_on,90,0,1,,,,,,,,,,0,,,67,60
13530,note_on,0,0,2,,,,,,,,,,1,,,55,60
13560,note_on,30,0,2,,,,,,,,,,1,,,55,0
13560,note_on,0,0,2,,,,,,,,,,1,,,48,60
13560,note_on,0,0,1,,,,,,,,,,0,,,60,60
13560,note_on,30,0,1,,,,,,,,,,0,,,67,0
13650,note_on,0,0,1,,,,,,,,,,0,,,65,60
13650,note_on,90,0,1,,,,,,,,,,0,,,60,0
13650,note_on,0,0,2,,,,,,,,,,1,,,53,60
13650,note_on,90,0,2,,,,,,,,,,1,,,48,0
13680,note_on,0,0,1,,,,,,,,,,0,,,58,60
13680,note_on,30,0,1,,,,,,,,,,0,,,65,0
13680,note_on,0,0,2,,,,,,,,,,1,,,46,60
13680,note_on,30,0,2,,,,,,,,,,1,,,53,0
13740,note_on,60,0,1,,,,,,,,,,0,,,58,0
13740,end_of_track,0,1,0,,,,,,,,,,,,,,
13740,note_on,60,0,2,,,,,,,,,,1,,,46,0
13740,set_tempo,13740,1,0,,,,,,,1200000,,,,,,,
13800,note_on,60,0,1,,,,,,,,,,0,,,75,125
13800,note_on,0,0,2,,,,,,,,,,1,,,53,60
13800,note_on,60,0,2,,,,,,,,,,1,,,41,60
13800,note_on,0,0,1,,,,,,,,,,0,,,69,125
13920,note_on,0,0,2,,,,,,,,,,1,,,34,60
13920,note_on,0,0,2,,,,,,,,,,1,,,46,60
13920,note_on,0,0,2,,,,,,,,,,1,,,41,0
13920,note_on,120,0,2,,,,,,,,,,1,,,53,0
13920,note_on,0,0,1,,,,,,,,,,0,,,74,40
13920,note_on,120,0,1,,,,,,,,,,0,,,69,0
13920,note_on,0,0,1,,,,,,,,,,0,,,75,0
13920,note_on,0,0,1,,,,,,,,,,0,,,70,40
13980,note_on,0,0,2,,,,,,,,,,1,,,46,0
13980,note_on,60,0,1,,,,,,,,,,0,,,74,0
13980,end_of_track,0,1,1,,,,,,,,,,,,,,
13980,note_on,60,0,2,,,,,,,,,,1,,,34,0
13980,end_of_track,0,1,2,,,,,,,,,,,,,,
13980,note_on,0,0,1,,,,,,,,,,0,,,70,0
